62;SIM00008725;+39320017123;2024-08-19;;ATTIVA
63;SIM00005910;+39320009369;2022-09-19;;ATTIVA
64;SIM00015534;+39320002780;2022-10-26;;ATTIVA
65;SIM00022678;+39320018054;2023-09-02;;ATTIVA
66;SIM00010277;+39320014082;2022-11-29;;ATTIVA
67;SIM00021815;+39320000899;2024-07-27;;ATTIVA
68;SIM00001929;+39320010380;2023-07-21;;ATTIVA
69;SIM00019917;+39320006599;2021-05-30;;ATTIVA
70;SIM00001004;+39320001306;2025-11-04;;ATTIVA
71;SIM00003334;+39320001486;2025-10-09;;ATTIVA
72;SIM00012334;+39320000060;2023-01-02;;ATTIVA
73;SIM00020904;+39320011812;2024-08-17;;ATTIVA
74;SIM00003415;+39320018429;2023-12-26;;ATTIVA
75;SIM00011033;+39320009071;2024-08-28;;ATTIVA
76;SIM00006461;+39320017181;2023-08-03;;ATTIVA
77;SIM00020509;+39320003030;2025-05-04;;ATTIVA
78;SIM00022293;+39320008004;2023-08-13;;ATTIVA
79;SIM00012821;+39320013506;2021-02-06;;ATTIVA
80;SIM00008399;+39320019412;2025-06-17;;ATTIVA
81;SIM00009137;+39320011323;2025-07-02;;ATTIVA
82;SIM00007256;+39320013702;2025-04-11;;ATTIVA
83;SIM00002164;+39320010388;2024-07-28;;ATTIVA
84;SIM00012493;+39320013568;2024-11-06;;ATTIVA
85;SIM00005379;+39320011256;2021-03-19;;ATTIVA
86;SIM00007246;+39320013422;2025-08-26;;ATTIVA
87;SIM00000490;+39320012987;2023-02-08;;ATTIVA
88;SIM00000856;+39320012965;2024-04-10;;ATTIVA
89;SIM00008130;+39320007844;2022-02-21;;ATTIVA
90;SIM00000210;+39320006497;2022-12-07;;ATTIVA
91;SIM00000971;+39320001479;2021-07-24;;ATTIVA
92;SIM00010092;+39320018112;2023-08-01;;ATTIVA
93;SIM00022096;+39320000309;2022-06-11;;ATTIVA
94;SIM00011498;+39320005370;2025-02-20;;ATTIVA
95;SIM00021273;+39320010873;2021-07-24;;ATTIVA
96;SIM00005587;+39320008367;2022-01-03;;ATTIVA
97;SIM00001416;+39320007034;2023-04-10;;ATTIVA
98;SIM00017261;+39320015351;2024-01-23;;ATTIVA
99;SIM00024698;+39320006811;2022-05-18;;ATTIVA
100;SIM00005205;+39320003341;2021-05-17;;ATTIVA
101;SIM00006645;+39320012825;2023-11-08;;ATTIVA
102;SIM00010242;+39320014702;2024-07-07;;ATTIVA
103;SIM00000110;+39320013751;2022-01-18;;ATTIVA
104;SIM00020276;+39320016424;2025-07-24;;ATTIVA
105;SIM00012411;+39320015134;2021-10-17;;ATTIVA
106;SIM00016806;+39320010280;2022-05-05;;ATTIVA
107;SIM00017523;+39320004094;2024-10-20;;ATTIVA
108;SIM00024529;+39320010156;2024-05-03;;ATTIVA
109;SIM00016786;+39320013029;2024-02-27;;ATTIVA
110;SIM00022474;+39320008599;2022-11-27;;ATTIVA
111;SIM00017955;+39320012971;2021-09-08;;ATTIVA
112;SIM00023923;+39320000753;2025-06-09;;ATTIVA
113;SIM00007545;+39320012939;2021-12-13;;ATTIVA
114;SIM00002186;+39320006074;2024-12-29;;ATTIVA
115;SIM00002865;+39320010332;2023-12-25;;ATTIVA
116;SIM00009486;+39320002336;2024-11-14;;ATTIVA
117;SIM00019411;+39320001032;2022-03-23;;ATTIVA
118;SIM00013302;+39320008803;2025-05-02;;ATTIVA
119;SIM00006490;+39320017916;2022-12-29;;ATTIVA
120;SIM00022578;+39320005731;2025-04-23;;ATTIVA
121;SIM00016673;+39320016521;2022-02-22;;ATTIVA
122;SIM00013491;+39320001741;2021-06-18;;ATTIVA
123;SIM00016236;+39320002431;2024-02-18;;ATTIVA
124;SIM00013363;+39320014949;2022-10-05;;ATTIVA
125;SIM00017755;+39320009394;2022-11-30;;ATTIVA
126;SIM00008372;+39320011393;2023-10-19;;ATTIVA
127;SIM00008694;+39320009976;2023-06-16;;ATTIVA
128;SIM00008990;+39320014180;2023-01-16;;ATTIVA
129;SIM00002160;+39320019731;2021-05-28;;ATTIVA
130;SIM00021561;+39320013130;2025-04-08;;ATTIVA
131;SIM00004928;+39320013213;2025-02-15;;ATTIVA
132;SIM00003682;+39320005842;2025-10-12;;ATTIVA
133;SIM00019507;+39320013920;2022-11-11;;ATTIVA
134;SIM00002190;+39320009617;2022-08-20;;ATTIVA
135;SIM00015827;+39320017573;2023-07-03;;ATTIVA
136;SIM00001678;+39320018728;2022-02-25;;ATTIVA
137;SIM00012521;+39320015717;2023-10-29;;ATTIVA
138;SIM00004844;+39320006538;2025-06-23;;ATTIVA
139;SIM00004724;+39320000179;2024-09-02;;ATTIVA
140;SIM00020500;+39320003433;2024-09-14;;ATTIVA
141;SIM00003638;+39320006056;2021-09-15;;ATTIVA
142;SIM00016374;+39320006816;2022-06-12;;ATTIVA
143;SIM00017780;+39320002086;2025-04-11;;ATTIVA
144;SIM00019142;+39320018587;2026-01-13;;ATTIVA
145;SIM00010091;+39320011911;2024-02-23;;ATTIVA
146;SIM00004142;+39320012951;2022-07-10;;ATTIVA
147;SIM00013523;+39320012717;2022-03-08;;ATTIVA
148;SIM00024045;+39320005291;2023-01-05;;ATTIVA
149;SIM00000126;+39320013031;2023-12-13;;ATTIVA
150;SIM00006441;+39320018737;2024-09-25;;ATTIVA
151;SIM00004951;+39320015577;2021-03-12;;ATTIVA
152;SIM00000475;+39320019494;2023-10-15;;ATTIVA
153;SIM00000232;+39320011230;2021-10-23;;ATTIVA
154;SIM00024735;+39320011742;2022-04-14;;ATTIVA
155;SIM00023616;+39320006753;2025-05-19;;ATTIVA
156;SIM00006937;+39320012784;2025-05-11;;ATTIVA
157;SIM00021708;+39320000674;2025-04-17;;ATTIVA
158;SIM00018700;+39320013423;2021-06-10;;ATTIVA
159;SIM00000707;+39320009188;2024-08-24;;ATTIVA
160;SIM00005227;+39320018767;2023-10-06;;ATTIVA
161;SIM00020446;+39320012883;2022-12-11;;ATTIVA
162;SIM00003715;+39320004532;2021-01-24;;ATTIVA
163;SIM00010959;+39320003922;2022-06-04;;ATTIVA
164;SIM00010142;+39320018522;2021-03-28;;ATTIVA
165;SIM00004471;+39320015819;2025-06-26;;ATTIVA
166;SIM00011527;+39320014095;2024-10-06;;ATTIVA
167;SIM00019938;+39320019875;2021-08-10;;ATTIVA
168;SIM00010204;+39320016523;2025-11-27;;ATTIVA
169;SIM00022946;+39320017230;2024-10-08;;ATTIVA
170;SIM00004996;+39320013085;2025-11-01;;ATTIVA
171;SIM00016610;+39320000873;2024-08-19;;ATTIVA
172;SIM00008118;+39320017955;2021-10-24;;ATTIVA
173;SIM00019172;+39320003707;2023-11-27;;ATTIVA
174;SIM00022881;+39320005524;2021-04-12;;ATTIVA
175;SIM00018276;+39320011515;2024-06-19;;ATTIVA
176;SIM00003332;+39320003967;2022-09-08;;ATTIVA
177;SIM00003611;+39320002709;2023-09-16;;ATTIVA
178;SIM00004666;+39320007158;2024-04-13;;ATTIVA
179;SIM00003771;+39320007470;2026-03-10;;ATTIVA
180;SIM00001086;+39320017045;2022-04-01;;ATTIVA
181;SIM00010991;+39320019218;2024-10-24;;ATTIVA
182;SIM00019346;+39320016365;2025-08-13;;ATTIVA
183;SIM00016150;+39320015612;2026-03-06;;ATTIVA
184;SIM00000435;+39320005672;2024-07-24;;ATTIVA
185;SIM00002810;+39320016231;2022-06-11;;ATTIVA
186;SIM00006112;+39320001651;2025-10-07;;ATTIVA
187;SIM00022421;+39320018806;2021-10-29;;ATTIVA
188;SIM00008553;+39320008698;2025-05-13;;ATTIVA
189;SIM00022111;+39320002221;2021-01-10;;ATTIVA
190;SIM00009197;+39320012452;2022-12-18;;ATTIVA
191;SIM00004976;+39320018170;2021-05-15;;ATTIVA
192;SIM00023029;+39320010103;2024-08-18;;ATTIVA
193;SIM00006471;+39320002031;2023-10-05;;ATTIVA
194;SIM00012998;+39320013041;2023-07-14;;ATTIVA
195;SIM00000237;+39320002313;2023-12-23;;ATTIVA
196;SIM00022908;+39320011938;2025-10-29;;ATTIVA
197;SIM00004658;+39320015836;2022-10-06;;ATTIVA
198;SIM00010455;+39320006259;2025-11-12;;ATTIVA
199;SIM00013605;+39320013897;2021-12-31;;ATTIVA
200;SIM00016055;+39320007792;2023-02-26;;ATTIVA
201;SIM00007710;+39320011762;2022-02-17;;ATTIVA
202;SIM00005873;+39320013531;2023-08-08;;ATTIVA
203;SIM00022853;+39320002582;2022-05-08;;ATTIVA
204;SIM00005527;+39320019752;2021-05-05;;ATTIVA
205;SIM00019551;+39320001354;2021-10-21;;ATTIVA
206;SIM00004028;+39320014121;2022-04-01;;ATTIVA
207;SIM00014797;+39320004694;2022-11-13;;ATTIVA
208;SIM00003389;+39320017719;2022-12-01;;ATTIVA
209;SIM00005378;+39320006207;2026-01-10;;ATTIVA
210;SIM00008178;+39320012665;2022-01-28;;ATTIVA
211;SIM00023897;+39320000453;2022-01-24;;ATTIVA
212;SIM00006118;+39320001116;2023-10-07;;ATTIVA
213;SIM00001721;+39320012914;2021-10-02;;ATTIVA
214;SIM00019597;+39320010409;2022-02-02;;ATTIVA
215;SIM00023582;+39320003681;2021-06-17;;ATTIVA
216;SIM00010593;+39320003564;2022-10-12;;ATTIVA
217;SIM00024962;+39320014023;2023-10-21;;ATTIVA
218;SIM00010035;+39320016529;2026-01-09;;ATTIVA
219;SIM00000060;+39320000354;2021-03-31;;ATTIVA
220;SIM00020346;+39320007237;2022-01-14;;ATTIVA
221;SIM00006396;+39320003098;2024-05-06;;ATTIVA
222;SIM00009164;+39320008503;2023-11-05;;ATTIVA
223;SIM00007514;+39320002895;2022-06-10;;ATTIVA
224;SIM00012350;+39320007731;2021-06-21;;ATTIVA
225;SIM00023467;+39320015291;2022-10-23;;ATTIVA
226;SIM00016731;+39320012055;2025-05-02;;ATTIVA
227;SIM00020988;+39320019214;2021-01-12;;ATTIVA
228;SIM00017702;+39320004826;2024-03-14;;ATTIVA
229;SIM00013660;+39320014043;2021-07-24;;ATTIVA
230;SIM00018772;+39320004027;2025-03-06;;ATTIVA
231;SIM00003459;+39320005087;2021-10-04;;ATTIVA
232;SIM00009163;+39320013955;2023-04-19;;ATTIVA
233;SIM00018034;+39320008612;2021-07-14;;ATTIVA
234;SIM00001816;+39320001969;2021-09-02;;ATTIVA
235;SIM00007043;+39320008650;2025-08-16;;ATTIVA
236;SIM00000907;+39320001356;2022-05-26;;ATTIVA
237;SIM00012853;+39320014397;2022-02-23;;ATTIVA
238;SIM00013417;+39320019081;2023-09-29;;ATTIVA
239;SIM00012195;+39320017951;2022-04-23;;ATTIVA
240;SIM00012994;+39320005498;2024-04-02;;ATTIVA
241;SIM00022513;+39320000819;2024-06-07;;ATTIVA
242;SIM00018942;+39320013909;2021-10-21;;ATTIVA
243;SIM00006521;+39320006288;2021-01-04;;ATTIVA
244;SIM00000648;+39320008070;2021-08-03;;ATTIVA
245;SIM00023839;+39320003123;2023-06-14;;ATTIVA
246;SIM00000888;+39320010763;2021-02-09;;ATTIVA
247;SIM00023737;+39320001949;2021-08-04;;ATTIVA
248;SIM00020771;+39320013457;2022-06-09;;ATTIVA
249;SIM00019932;+39320015817;2025-04-07;;ATTIVA
250;SIM00001265;+39320005582;2021-02-14;;ATTIVA
251;SIM00008114;+39320013694;2022-09-01;;ATTIVA
252;SIM00016654;+39320008906;2026-03-10;;ATTIVA
253;SIM00022085;+39320005547;2022-04-08;;ATTIVA
254;SIM00015761;+39320000383;2021-04-21;;ATTIVA
255;SIM00010483;+39320014677;2022-06-18;;ATTIVA
256;SIM00021009;+39320002686;2022-06-05;;ATTIVA
257;SIM00010857;+39320005726;2022-12-18;;ATTIVA
258;SIM00024802;+39320002437;2025-09-27;;ATTIVA
259;SIM00014723;+39320003237;2024-11-04;;ATTIVA
260;SIM00012598;+39320006428;2026-02-05;;ATTIVA
261;SIM00002631;+39320016961;2023-07-03;;ATTIVA
262;SIM00007677;+39320015119;2023-02-11;;ATTIVA
263;SIM00008714;+39320003885;2024-10-02;;ATTIVA
264;SIM00005966;+39320005240;2026-01-15;;ATTIVA
265;SIM00018234;+39320014761;2025-12-01;;ATTIVA
266;SIM00004280;+39320000837;2021-10-03;;ATTIVA
267;SIM00007572;+39320017114;2022-02-22;;ATTIVA
268;SIM00006325;+39320007653;2025-01-21;;ATTIVA
269;SIM00008965;+39320019078;2024-11-28;;ATTIVA
270;SIM00008853;+39320015011;2021-09-22;;ATTIVA
271;SIM00007712;+39320003629;2022-02-23;;ATTIVA
272;SIM00000688;+39320010892;2025-09-15;;ATTIVA
273;SIM00022755;+39320006440;2026-03-05;;ATTIVA
274;SIM00008229;+39320009861;2021-11-21;;ATTIVA
275;SIM00015556;+39320016444;2023-03-06;;ATTIVA
276;SIM00002954;+39320014799;2024-12-10;;ATTIVA
277;SIM00024856;+39320003135;2025-02-28;;ATTIVA
278;SIM00005639;+39320006595;2021-03-03;;ATTIVA
279;SIM00015902;+39320010098;2024-05-24;;ATTIVA
280;SIM00004364;+39320001175;2021-05-12;;ATTIVA
281;SIM00023809;+39320017456;2023-06-27;;ATTIVA
282;SIM00000376;+39320006377;2022-05-05;;ATTIVA
283;SIM00011365;+39320018596;2021-08-22;;ATTIVA
284;SIM00002648;+39320015302;2025-06-02;;ATTIVA
285;SIM00024112;+39320011641;2021-04-28;;ATTIVA
286;SIM00006328;+39320014962;2025-03-24;;ATTIVA
287;SIM00019773;+39320002810;2023-12-16;;ATTIVA
288;SIM00011684;+39320006903;2021-04-07;;ATTIVA
289;SIM00009343;+39320009427;2024-04-21;;ATTIVA
290;SIM00003208;+39320012258;2022-08-05;;ATTIVA
291;SIM00009527;+39320011359;2023-01-28;;ATTIVA
292;SIM00018654;+39320004637;2021-05-06;;ATTIVA
293;SIM00003633;+39320005006;2021-09-25;;ATTIVA
294;SIM00013935;+39320012192;2023-02-06;;ATTIVA
295;SIM00003846;+39320016308;2022-06-29;;ATTIVA
296;SIM00021099;+39320014228;2024-02-24;;ATTIVA
297;SIM00023955;+39320010691;2021-12-04;;ATTIVA
298;SIM00002915;+39320000171;2025-06-10;;ATTIVA
299;SIM00002593;+39320001344;2025-08-28;;ATTIVA
300;SIM00004906;+39320015226;2025-12-17;;ATTIVA
301;SIM00017303;+39320009106;2024-03-01;;ATTIVA
302;SIM00008369;+39320009105;2025-10-22;;ATTIVA
303;SIM00004824;+39320003201;2024-08-28;;ATTIVA
304;SIM00010438;+39320009352;2025-06-28;;ATTIVA
305;SIM00013482;+39320005152;2023-08-20;;ATTIVA
306;SIM00021030;+39320006080;2024-08-17;;ATTIVA
307;SIM00002948;+39320007448;2022-08-20;;ATTIVA
308;SIM00019574;+39320009158;2023-06-15;;ATTIVA
309;SIM00012938;+39320015132;2024-07-13;;ATTIVA
310;SIM00005680;+39320002778;2021-07-03;;ATTIVA
311;SIM00007911;+39320019087;2023-02-06;;ATTIVA
312;SIM00004410;+39320001822;2022-10-18;;ATTIVA
313;SIM00020819;+39320011192;2025-11-20;;ATTIVA
314;SIM00013195;+39320015149;2024-08-07;;ATTIVA
315;SIM00024392;+39320008294;2024-11-26;;ATTIVA
316;SIM00017462;+39320003939;2022-04-21;;ATTIVA
317;SIM00013708;+39320014610;2023-06-27;;ATTIVA
318;SIM00004670;+39320006813;2022-10-01;;ATTIVA
319;SIM00012041;+39320005816;2026-01-04;;ATTIVA
320;SIM00002931;+39320002785;2021-09-02;;ATTIVA
321;SIM00006316;+39320011343;2021-05-02;;ATTIVA
322;SIM00015332;+39320009385;2022-04-18;;ATTIVA
323;SIM00015627;+39320009860;2021-01-17;;ATTIVA
324;SIM00004676;+39320001368;2021-09-04;;ATTIVA
325;SIM00015531;+39320019383;2025-01-26;;ATTIVA
326;SIM00012981;+39320018203;2024-08-17;;ATTIVA
327;SIM00021893;+39320015672;2024-09-15;;ATTIVA
328;SIM00019701;+39320008469;2025-10-29;;ATTIVA
329;SIM00000143;+39320003692;2024-12-15;;ATTIVA
330;SIM00011641;+39320016872;2021-07-17;;ATTIVA
331;SIM00011846;+39320004536;2024-09-17;;ATTIVA
332;SIM00011713;+39320013352;2022-03-24;;ATTIVA
333;SIM00019683;+39320003746;2022-10-13;;ATTIVA
334;SIM00000366;+39320016677;2025-02-23;;ATTIVA
335;SIM00016810;+39320019554;2024-04-13;;ATTIVA
336;SIM00009236;+39320000183;2024-05-21;;ATTIVA
337;SIM00021626;+39320011040;2025-02-18;;ATTIVA
338;SIM00016955;+39320004752;2025-05-31;;ATTIVA
339;SIM00006761;+39320013359;2021-11-04;;ATTIVA
340;SIM00024943;+39320018798;2025-06-01;;ATTIVA
341;SIM00000491;+39320018410;2021-10-17;;ATTIVA
342;SIM00007094;+39320003138;2023-08-18;;ATTIVA
343;SIM00008716;+39320009397;2024-07-20;;ATTIVA
344;SIM00010151;+39320017980;2021-05-16;;ATTIVA
345;SIM00013430;+39320016902;2023-02-01;;ATTIVA
346;SIM00019494;+39320015091;2024-05-28;;ATTIVA
347;SIM00008737;+39320002493;2022-12-06;;ATTIVA
348;SIM00007057;+39320000368;2023-09-27;;ATTIVA
349;SIM00001883;+39320013495;2024-12-17;;ATTIVA
350;SIM00014768;+39320019263;2023-03-14;;ATTIVA
351;SIM00009245;+39320011146;2024-05-29;;ATTIVA
352;SIM00019490;+39320012788;2023-05-04;;ATTIVA
353;SIM00016450;+39320006102;2025-06-17;;ATTIVA
354;SIM00021382;+39320010636;2022-02-17;;ATTIVA
355;SIM00022558;+39320002514;2025-04-10;;ATTIVA
356;SIM00005703;+39320009768;2025-02-21;;ATTIVA
357;SIM00001549;+39320012938;2022-11-08;;ATTIVA
358;SIM00019847;+39320011392;2022-08-05;;ATTIVA
359;SIM00015546;+39320017363;2024-09-11;;ATTIVA
360;SIM00021166;+39320019124;2026-01-11;;ATTIVA
361;SIM00013289;+39320006073;2024-10-07;;ATTIVA
362;SIM00016462;+39320012894;2021-01-16;;ATTIVA
363;SIM00002439;+39320012872;2022-04-06;;ATTIVA
364;SIM00004753;+39320007791;2023-04-06;;ATTIVA
365;SIM00015358;+39320002468;2022-01-16;;ATTIVA
366;SIM00016798;+39320014352;2022-08-30;;ATTIVA
367;SIM00016422;+39320015655;2021-03-20;;ATTIVA
368;SIM00016920;+39320015255;2024-01-03;;ATTIVA
369;SIM00023290;+39320004003;2024-06-01;;ATTIVA
370;SIM00020259;+39320017102;2023-05-17;;ATTIVA
371;SIM00000012;+39320002838;2026-01-18;;ATTIVA
372;SIM00024593;+39320007625;2024-12-19;;ATTIVA
373;SIM00002222;+39320000927;2025-05-01;;ATTIVA
374;SIM00021036;+39320012321;2021-11-21;;ATTIVA
375;SIM00005882;+39320004034;2022-04-15;;ATTIVA
376;SIM00004816;+39320005256;2021-02-17;;ATTIVA
377;SIM00013288;+39320002946;2022-01-19;;ATTIVA
378;SIM00020383;+39320005784;2025-06-10;;ATTIVA
379;SIM00018528;+39320013453;2023-07-26;;ATTIVA
380;SIM00011573;+39320016573;2025-05-13;;ATTIVA
381;SIM00024989;+39320007827;2025-11-28;;ATTIVA
382;SIM00019921;+39320008271;2021-06-28;;ATTIVA
383;SIM00001670;+39320005262;2024-12-13;;ATTIVA
384;SIM00013754;+39320007053;2022-07-16;;ATTIVA
385;SIM00005567;+39320003607;2022-05-14;;ATTIVA
386;SIM00019870;+39320018851;2021-08-08;;ATTIVA
387;SIM00009972;+39320014286;2021-03-09;;ATTIVA
388;SIM00009907;+39320013947;2021-03-19;;ATTIVA
389;SIM00024683;+39320001406;2023-11-08;;ATTIVA
390;SIM00000854;+39320001516;2021-10-05;;ATTIVA
391;SIM00012133;+39320011300;2025-06-10;;ATTIVA
392;SIM00005682;+39320016702;2026-03-10;;ATTIVA
393;SIM00000721;+39320015915;2021-11-06;;ATTIVA
394;SIM00006586;+39320009867;2022-07-20;;ATTIVA
395;SIM00001225;+39320019178;2022-12-22;;ATTIVA
396;SIM00013828;+39320010071;2021-02-23;;ATTIVA
397;SIM00024111;+39320011672;2021-12-19;;ATTIVA
398;SIM00011054;+39320007951;2025-01-04;;ATTIVA
399;SIM00015937;+39320003218;2022-11-26;;ATTIVA
400;SIM00003347;+39320003498;2025-11-02;;ATTIVA
401;SIM00004752;+39320000941;2025-09-12;;ATTIVA
402;SIM00018345;+39320005066;2025-07-01;;ATTIVA
403;SIM00016337;+39320019190;2024-05-26;;ATTIVA
404;SIM00011610;+39320000172;2021-07-10;;ATTIVA
405;SIM00023546;+39320006766;2022-01-11;;ATTIVA
406;SIM00006798;+39320013175;2024-04-02;;ATTIVA
407;SIM00007168;+39320012902;2023-11-28;;ATTIVA
408;SIM00021775;+39320016463;2023-09-02;;ATTIVA
409;SIM00009458;+39320009039;2024-12-27;;ATTIVA
410;SIM00016580;+39320000196;2022-03-19;;ATTIVA
411;SIM00000655;+39320015750;2023-12-24;;ATTIVA
412;SIM00021313;+39320010161;2022-07-14;;ATTIVA
413;SIM00018357;+39320019632;2022-08-25;;ATTIVA
414;SIM00000631;+39320018374;2022-11-29;;ATTIVA
415;SIM00002430;+39320007836;2021-06-12;;ATTIVA
416;SIM00006434;+39320016728;2022-07-11;;ATTIVA
417;SIM00014332;+39320014440;2024-05-16;;ATTIVA
418;SIM00001844;+39320014806;2025-03-27;;ATTIVA
419;SIM00010110;+39320008021;2025-12-15;;ATTIVA
420;SIM00018459;+39320004038;2022-05-22;;ATTIVA
421;SIM00009656;+39320017395;2021-08-03;;ATTIVA
422;SIM00016233;+39320015797;2024-01-15;;ATTIVA
423;SIM00008479;+39320018445;2023-11-03;;ATTIVA
424;SIM00023446;+39320017822;2022-11-21;;ATTIVA
425;SIM00004242;+39320014381;2023-05-24;;ATTIVA
426;SIM00003936;+39320017620;2021-06-28;;ATTIVA
427;SIM00009059;+39320002254;2023-02-28;;ATTIVA
428;SIM00005780;+39320002465;2025-01-17;;ATTIVA
429;SIM00011027;+39320003445;2025-04-25;;ATTIVA
430;SIM00008603;+39320007084;2024-05-16;;ATTIVA
431;SIM00024221;+39320006070;2024-09-20;;ATTIVA
432;SIM00022693;+39320014374;2023-09-11;;ATTIVA
433;SIM00024172;+39320018113;2025-04-09;;ATTIVA
434;SIM00017569;+39320011550;2021-07-20;;ATTIVA
435;SIM00005950;+39320018067;2024-10-26;;ATTIVA
436;SIM00014866;+39320006085;2025-06-05;;ATTIVA
437;SIM00003250;+39320002444;2024-07-04;;ATTIVA
438;SIM00018344;+39320001069;2021-12-28;;ATTIVA
439;SIM00019253;+39320013894;2022-09-23;;ATTIVA
440;SIM00018239;+39320005230;2022-06-17;;ATTIVA
441;SIM00000998;+39320013358;2022-08-10;;ATTIVA
442;SIM00009644;+39320002678;2022-04-23;;ATTIVA
443;SIM00010469;+39320004197;2022-04-03;;ATTIVA
444;SIM00015015;+39320012602;2024-02-19;;ATTIVA
445;SIM00012913;+39320019773;2021-10-01;;ATTIVA
446;SIM00019125;+39320009253;2023-11-21;;ATTIVA
447;SIM00005872;+39320000665;2022-11-08;;ATTIVA
448;SIM00005555;+39320016403;2022-08-01;;ATTIVA
449;SIM00018514;+39320005544;2023-01-16;;ATTIVA
450;SIM00013960;+39320012431;2024-01-26;;ATTIVA
451;SIM00005124;+39320000961;2021-12-19;;ATTIVA
452;SIM00011675;+39320004858;2024-09-11;;ATTIVA
453;SIM00018405;+39320013183;2023-04-01;;ATTIVA
454;SIM00022930;+39320005322;2022-01-14;;ATTIVA
455;SIM00009736;+39320009647;2023-08-08;;ATTIVA
456;SIM00015569;+39320017832;2021-06-02;;ATTIVA
457;SIM00020881;+39320016320;2022-11-21;;ATTIVA
458;SIM00000609;+39320004597;2024-01-23;;ATTIVA
459;SIM00015765;+39320010019;2024-02-22;;ATTIVA
460;SIM00022463;+39320019304;2021-11-13;;ATTIVA
461;SIM00005116;+39320010394;2025-06-22;;ATTIVA
462;SIM00003792;+39320016505;2024-10-30;;ATTIVA
463;SIM00015400;+39320001820;2024-05-24;;ATTIVA
464;SIM00014006;+39320014093;2024-11-05;;ATTIVA
465;SIM00019483;+39320011841;2023-04-13;;ATTIVA
466;SIM00020870;+39320006971;2021-08-23;;ATTIVA
